Date,Names,Loan_Purpose,Guarantor,Amount,Payment_Mode,Employment,Other Income,Marital_Status,Loan_Status,Interest_rate
2017-03-08,Daniel,School Fees,Present,195526,Cash,Self-employed,Yes,Divorce,Rejected,15%
2017-03-09,Esther,Others,Present,332939,Cash,Self-employed,Yes,Single,Rejected,20%
2017-03-10,Propser,Business,Present,388801,Cash,Unemployed,No,Single,Rejected,20%
2017-03-11,Esther,Rent,Absence,701800,Online,Self-employed,No,Divorce,Rejected,15%
2017-03-12,Blessing,School Fees,Absence,988169,Cash,Employed,Yes,Divorce,Rejected,8%
2017-03-13,Blessing,Others,Present,846692,Online,Self-employed,No,Married,Approved,8%
2017-03-14,Esther,Food,Absence,144537,Cash,Unemployed,Yes,Divorce,Rejected,10%
2017-03-15,John,Business,Absence,612738,Cash,Self-employed,Yes,Single,Approved,20%
2017-03-16,Daniel,School Fees,Absence,685962,Cash,Unemployed,Yes,Divorce,Rejected,20%
2017-03-17,Propser,Others,Absence,633104,Cash,Employed,No,Single,Approved,8%
2017-03-18,Queen,Rent,Present,530209,Cash,Unemployed,Yes,Married,Rejected,15%
2017-03-19,Esther,Rent,Present,91357,Cash,Unemployed,Yes,Divorce,Rejected,15%
2017-03-20,Paul,Food,Present,275485,Cash,Self-employed,No,Divorce,Approved,10%
2017-03-21,Queen,Rent,Absence,88330,Cash,Employed,No,Married,Rejected,20%
2017-03-22,Janet,Rent,Absence,73227,Online,Employed,No,Married,Approved,15%
2017-03-23,John,Others,Present,252293,Online,Employed,No,Divorce,Approved,20%
2017-03-24,Blessing,Others,Present,408248,Cash,Self-employed,No,Married,Rejected,20%
2017-03-25,Daniel,Food,Present,181899,Online,Self-employed,Yes,Married,Rejected,20%
2017-03-26,Janet,Others,Absence,218866,Cash,Unemployed,No,Divorce,Approved,8%
2017-03-27,Daniel,Business,Absence,666090,Online,Unemployed,No,Divorce,Approved,15%
2017-03-28,James,Rent,Present,544487,Cash,Self-employed,Yes,Married,Rejected,15%
2017-03-29,Propser,Business,Absence,795503,Cash,Unemployed,No,Single,Approved,8%
2017-03-30,Propser,Business,Absence,173675,Online,Employed,No,Married,Rejected,20%
2017-03-31,Janet,Food,Present,956446,Online,Unemployed,No,Single,Approved,10%
2017-04-01,Eniola,School Fees,Absence,387187,Online,Unemployed,Yes,Married,Rejected,10%
2017-04-02,Queen,School Fees,Absence,869734,Online,Employed,Yes,Divorce,Approved,20%
2017-04-03,Propser,Others,Present,618785,Online,Unemployed,No,Divorce,Rejected,15%
2017-04-04,Blessing,Business,Absence,345463,Online,Self-employed,Yes,Divorce,Approved,20%
2017-04-05,Daniel,Rent,Present,716894,Cash,Unemployed,No,Single,Rejected,20%
2017-04-06,James,Rent,Absence,562961,Online,Unemployed,No,Married,Rejected,8%
2017-04-07,Eniola,Business,Present,755644,Cash,Unemployed,Yes,Single,Rejected,10%
2017-04-08,Queen,School Fees,Present,443970,Cash,Unemployed,No,Married,Rejected,8%
2017-04-09,Blessing,Rent,Absence,989174,Online,Self-employed,Yes,Married,Rejected,10%
2017-04-10,Blessing,Rent,Absence,550017,Cash,Self-employed,Yes,Divorce,Approved,15%
2017-04-11,Propser,Others,Present,663186,Cash,Self-employed,No,Married,Rejected,10%
2017-04-12,Daniel,School Fees,Present,692208,Cash,Self-employed,No,Divorce,Approved,8%
2017-04-13,Esther,Others,Present,563810,Cash,Self-employed,Yes,Married,Approved,20%
2017-04-14,Daniel,Food,Absence,521330,Cash,Self-employed,No,Married,Approved,15%
2017-04-15,Paul,Business,Absence,253250,Cash,Employed,No,Divorce,Rejected,10%
2017-04-16,James,School Fees,Present,217677,Online,Unemployed,Yes,Single,Rejected,15%
2017-04-17,Paul,Others,Present,371684,Online,Self-employed,No,Single,Rejected,10%
2017-04-18,Paul,Rent,Present,247982,Online,Self-employed,Yes,Single,Rejected,10%
2017-04-19,Propser,Rent,Present,545599,Online,Employed,No,Married,Rejected,20%
2017-04-20,Blessing,Rent,Absence,247191,Cash,Employed,No,Divorce,Approved,8%
2017-04-21,Paul,School Fees,Present,453294,Cash,Self-employed,No,Married,Approved,10%
2017-04-22,Esther,Others,Present,613451,Cash,Self-employed,No,Divorce,Rejected,15%
2017-04-23,John,School Fees,Present,848785,Cash,Unemployed,No,Single,Approved,10%
2017-04-24,Blessing,Business,Absence,334950,Online,Unemployed,Yes,Divorce,Approved,20%
2017-04-25,Propser,School Fees,Present,761245,Online,Unemployed,Yes,Single,Approved,8%
2017-04-26,Eniola,Business,Absence,458168,Online,Employed,No,Divorce,Rejected,20%
2017-04-27,Esther,Food,Absence,801162,Online,Self-employed,Yes,Married,Approved,20%
2017-04-28,John,Others,Present,749869,Online,Unemployed,No,Divorce,Rejected,10%
2017-04-29,James,Business,Absence,318395,Cash,Unemployed,Yes,Divorce,Approved,10%
2017-04-30,Propser,Others,Present,897590,Cash,Self-employed,Yes,Married,Rejected,8%
2017-05-01,Paul,School Fees,Absence,51364,Cash,Unemployed,Yes,Divorce,Approved,10%
2017-05-02,Eniola,Rent,Present,466873,Cash,Unemployed,No,Married,Approved,15%
2017-05-03,Paul,Others,Absence,516317,Cash,Unemployed,No,Single,Approved,8%
2017-05-04,Daniel,Food,Absence,549431,Cash,Employed,Yes,Single,Approved,15%
2017-05-05,Esther,School Fees,Absence,444063,Online,Unemployed,No,Single,Approved,20%
2017-05-06,Daniel,Others,Absence,340530,Cash,Employed,No,Married,Approved,10%
2017-05-07,John,Rent,Present,656077,Cash,Employed,Yes,Married,Rejected,20%
2017-05-08,Esther,Business,Present,788093,Cash,Unemployed,No,Single,Rejected,8%
2017-05-09,Paul,Food,Absence,290878,Cash,Self-employed,Yes,Divorce,Rejected,20%
2017-05-10,Janet,Others,Present,674202,Online,Self-employed,Yes,Married,Approved,8%
2017-05-11,Queen,School Fees,Absence,525273,Cash,Employed,No,Single,Approved,20%
2017-05-12,Queen,Others,Absence,478695,Cash,Self-employed,Yes,Single,Rejected,15%
2017-05-13,Daniel,Business,Absence,817679,Cash,Self-employed,Yes,Divorce,Rejected,8%
2017-05-14,Propser,School Fees,Present,292390,Online,Unemployed,Yes,Divorce,Rejected,10%
2017-05-15,Blessing,Rent,Present,137939,Cash,Employed,No,Single,Rejected,15%
2017-05-16,Janet,Business,Present,515292,Cash,Unemployed,Yes,Single,Approved,20%
2017-05-17,Esther,Others,Present,166177,Cash,Self-employed,Yes,Divorce,Rejected,20%
2017-05-18,Queen,Others,Present,952776,Online,Self-employed,No,Single,Rejected,8%
2017-05-19,Propser,Rent,Absence,247388,Online,Self-employed,Yes,Divorce,Rejected,8%
2017-05-20,James,School Fees,Absence,623434,Cash,Unemployed,No,Married,Rejected,20%
2017-05-21,Queen,Food,Absence,85268,Online,Self-employed,No,Single,Rejected,15%
2017-05-22,James,Others,Absence,470661,Cash,Self-employed,No,Divorce,Rejected,15%
2017-05-23,John,Business,Absence,68045,Online,Self-employed,No,Divorce,Approved,20%
2017-05-24,Queen,Business,Present,591992,Online,Self-employed,No,Married,Approved,10%
2017-05-25,Paul,Others,Present,690309,Cash,Unemployed,No,Single,Approved,8%
2017-05-26,Daniel,Others,Present,915663,Cash,Unemployed,No,Divorce,Rejected,8%
2017-05-27,Janet,Others,Present,628291,Online,Self-employed,Yes,Married,Rejected,15%
2017-05-28,John,Business,Absence,612315,Cash,Self-employed,Yes,Married,Rejected,20%
2017-05-29,Paul,School Fees,Absence,559803,Online,Self-employed,No,Married,Rejected,10%
2017-05-30,Daniel,Others,Present,811294,Cash,Self-employed,Yes,Married,Approved,10%
2017-05-31,Blessing,Rent,Present,611035,Cash,Employed,No,Single,Rejected,8%
2017-06-01,Eniola,Others,Absence,536494,Cash,Unemployed,No,Married,Rejected,10%
2017-06-02,Eniola,Others,Present,281800,Online,Unemployed,Yes,Married,Approved,10%
2017-06-03,John,Food,Absence,395749,Online,Employed,Yes,Single,Approved,8%
2017-06-04,Blessing,Others,Absence,919998,Online,Unemployed,Yes,Single,Rejected,20%
2017-06-05,Propser,Rent,Absence,959376,Cash,Self-employed,Yes,Married,Rejected,20%
2017-06-06,Daniel,Others,Absence,130849,Cash,Self-employed,No,Divorce,Approved,8%
2017-06-07,James,Business,Present,628224,Online,Employed,Yes,Single,Approved,8%
2017-06-08,Blessing,Others,Present,664237,Online,Employed,Yes,Divorce,Approved,15%
2017-06-09,Daniel,School Fees,Present,889861,Cash,Unemployed,No,Single,Rejected,10%
2017-06-10,Propser,Others,Present,795589,Cash,Unemployed,Yes,Single,Rejected,20%
2017-06-11,Propser,School Fees,Absence,408545,Online,Self-employed,Yes,Married,Approved,10%
2017-06-12,Blessing,Business,Absence,410019,Online,Self-employed,Yes,Single,Approved,15%
2017-06-13,James,Food,Present,161938,Cash,Employed,No,Married,Approved,20%
2017-06-14,James,School Fees,Absence,430713,Cash,Employed,Yes,Married,Approved,8%
2017-06-15,Queen,Food,Present,533379,Online,Employed,Yes,Married,Rejected,10%
2017-06-16,Blessing,Others,Present,166058,Online,Employed,No,Divorce,Rejected,10%
2017-06-17,Propser,Rent,Absence,959987,Cash,Unemployed,Yes,Married,Approved,10%
2017-06-18,Eniola,Business,Present,769100,Cash,Employed,Yes,Divorce,Approved,10%
2017-06-19,Queen,Business,Present,919161,Cash,Unemployed,Yes,Single,Rejected,20%
2017-06-20,Propser,Food,Absence,766013,Cash,Self-employed,No,Married,Approved,15%
2017-06-21,Janet,Business,Absence,243058,Cash,Employed,Yes,Single,Approved,15%
2017-06-22,Eniola,Food,Present,859181,Cash,Self-employed,Yes,Divorce,Rejected,10%
2017-06-23,James,Others,Present,362438,Cash,Self-employed,Yes,Single,Rejected,10%
2017-06-24,Propser,Food,Present,726838,Online,Unemployed,Yes,Single,Approved,15%
2017-06-25,Propser,Food,Present,348021,Online,Unemployed,Yes,Single,Rejected,10%
2017-06-26,Daniel,Others,Absence,189227,Online,Employed,No,Single,Approved,8%
2017-06-27,Blessing,School Fees,Absence,221117,Cash,Unemployed,No,Married,Rejected,10%
2017-06-28,Janet,Others,Present,965058,Cash,Employed,No,Divorce,Approved,20%
2017-06-29,Janet,Food,Absence,904781,Cash,Self-employed,Yes,Divorce,Rejected,20%
2017-06-30,James,School Fees,Present,76558,Online,Employed,No,Single,Rejected,10%
2017-07-01,Eniola,Food,Absence,755564,Cash,Unemployed,Yes,Divorce,Rejected,8%
2017-07-02,Esther,Food,Absence,809579,Cash,Employed,Yes,Married,Approved,10%
2017-07-03,Eniola,School Fees,Absence,436522,Cash,Employed,No,Divorce,Approved,20%
2017-07-04,Paul,Rent,Absence,631579,Cash,Self-employed,Yes,Divorce,Approved,8%
2017-07-05,Daniel,School Fees,Present,970847,Online,Unemployed,Yes,Divorce,Rejected,20%
2017-07-06,James,Others,Present,386597,Online,Unemployed,Yes,Married,Approved,15%
2017-07-07,John,Business,Absence,826150,Cash,Unemployed,No,Divorce,Rejected,15%
2017-07-08,Esther,Food,Present,65491,Cash,Self-employed,No,Divorce,Approved,15%
2017-07-09,James,Others,Present,813662,Cash,Unemployed,Yes,Divorce,Approved,8%
2017-07-10,Daniel,Food,Present,864287,Online,Unemployed,Yes,Single,Rejected,8%
2017-07-11,Eniola,Food,Present,198709,Online,Unemployed,Yes,Divorce,Rejected,20%
2017-07-12,Blessing,Food,Present,294658,Online,Self-employed,Yes,Single,Approved,15%
2017-07-13,Janet,Business,Absence,346987,Cash,Self-employed,No,Single,Rejected,8%
2017-07-14,Daniel,Others,Absence,436102,Online,Unemployed,No,Married,Approved,20%
2017-07-15,James,School Fees,Present,124289,Online,Employed,No,Divorce,Approved,20%
2017-07-16,Propser,Others,Absence,784486,Cash,Unemployed,Yes,Married,Rejected,8%
2017-07-17,Paul,Rent,Absence,578866,Cash,Employed,No,Divorce,Approved,10%
2017-07-18,Janet,School Fees,Present,96725,Online,Unemployed,Yes,Single,Rejected,15%
2017-07-19,Janet,Business,Absence,654413,Online,Unemployed,Yes,Divorce,Approved,8%
2017-07-20,Janet,Food,Absence,929808,Cash,Unemployed,No,Single,Rejected,20%
2017-07-21,Propser,Business,Absence,742638,Online,Employed,No,Divorce,Approved,8%
2017-07-22,Paul,Others,Present,812761,Cash,Self-employed,Yes,Divorce,Rejected,8%
2017-07-23,Daniel,Rent,Present,828156,Online,Unemployed,Yes,Married,Approved,10%
2017-07-24,Paul,Food,Present,724532,Online,Self-employed,No,Divorce,Rejected,10%
2017-07-25,Paul,School Fees,Present,669389,Cash,Unemployed,Yes,Divorce,Rejected,8%
2017-07-26,Daniel,Others,Absence,574040,Cash,Employed,No,Single,Approved,15%
2017-07-27,Propser,Food,Present,538251,Cash,Self-employed,No,Single,Approved,20%
2017-07-28,Eniola,Rent,Absence,190009,Online,Unemployed,Yes,Divorce,Rejected,20%
2017-07-29,Janet,Rent,Absence,362311,Online,Self-employed,No,Divorce,Approved,8%
2017-07-30,Blessing,Business,Absence,994361,Online,Unemployed,Yes,Divorce,Approved,15%
2017-07-31,Propser,Food,Present,409067,Cash,Self-employed,Yes,Single,Approved,20%
2017-08-01,Paul,Business,Absence,253235,Cash,Self-employed,No,Divorce,Approved,8%
2017-08-02,Esther,Others,Absence,153449,Online,Unemployed,Yes,Divorce,Rejected,10%
2017-08-03,Blessing,Rent,Present,251462,Online,Employed,Yes,Divorce,Approved,15%
2017-08-04,Janet,Food,Present,263338,Cash,Employed,No,Single,Rejected,20%
2017-08-05,Daniel,Rent,Absence,635430,Online,Employed,No,Married,Approved,15%
2017-08-06,Daniel,Others,Present,369047,Cash,Self-employed,No,Single,Approved,10%
2017-08-07,James,Rent,Absence,409710,Online,Employed,Yes,Divorce,Rejected,10%
2017-08-08,Blessing,Business,Absence,442396,Online,Employed,Yes,Married,Rejected,10%
2017-08-09,James,Rent,Absence,408758,Online,Employed,Yes,Single,Approved,20%
2017-08-10,Eniola,Business,Absence,191731,Cash,Unemployed,Yes,Married,Rejected,10%
2017-08-11,Esther,Rent,Absence,608448,Cash,Employed,No,Divorce,Approved,20%
2017-08-12,James,Food,Present,825282,Cash,Employed,Yes,Divorce,Rejected,10%
2017-08-13,Propser,School Fees,Absence,708484,Online,Unemployed,Yes,Married,Approved,10%
2017-08-14,James,Others,Present,73676,Cash,Employed,No,Single,Rejected,15%
2017-08-15,Eniola,Rent,Present,788250,Cash,Self-employed,No,Married,Rejected,8%
2017-08-16,Blessing,Business,Absence,988040,Online,Unemployed,No,Single,Approved,15%
2017-08-17,Esther,Rent,Present,249107,Online,Employed,Yes,Single,Rejected,8%
2017-08-18,Janet,Rent,Absence,306605,Online,Employed,Yes,Single,Rejected,10%
2017-08-19,Queen,Food,Present,582314,Cash,Self-employed,Yes,Single,Rejected,10%
2017-08-20,Blessing,Rent,Present,453887,Online,Unemployed,No,Married,Approved,10%
2017-08-21,Propser,Food,Absence,938891,Cash,Employed,No,Married,Rejected,8%
2017-08-22,Blessing,Rent,Present,198585,Online,Unemployed,No,Married,Rejected,8%
2017-08-23,James,Others,Present,981957,Cash,Unemployed,Yes,Divorce,Approved,20%
2017-08-24,James,Business,Absence,360753,Online,Employed,Yes,Single,Rejected,20%
2017-08-25,John,Others,Present,471934,Online,Employed,Yes,Married,Approved,8%
2017-08-26,Blessing,Food,Present,379448,Online,Self-employed,No,Divorce,Rejected,10%
2017-08-27,John,Others,Absence,765721,Cash,Self-employed,Yes,Single,Rejected,20%
2017-08-28,Janet,Food,Present,776546,Online,Unemployed,Yes,Divorce,Rejected,15%
2017-08-29,Janet,Food,Absence,856348,Cash,Unemployed,Yes,Single,Approved,8%
2017-08-30,Paul,Food,Absence,197008,Cash,Unemployed,Yes,Single,Approved,15%
2017-08-31,John,Food,Absence,513159,Cash,Employed,Yes,Divorce,Rejected,15%
2017-09-01,Esther,School Fees,Present,973511,Online,Employed,No,Divorce,Approved,15%
2017-09-02,Blessing,Food,Absence,883892,Cash,Unemployed,Yes,Married,Approved,15%
2017-09-03,James,Others,Present,663966,Cash,Employed,No,Single,Rejected,10%
2017-09-04,Queen,Business,Absence,227600,Cash,Self-employed,Yes,Single,Rejected,20%
2017-09-05,Paul,Others,Present,109135,Cash,Employed,No,Single,Approved,20%
2017-09-06,Daniel,Business,Absence,310549,Cash,Employed,Yes,Married,Rejected,20%
2017-09-07,Eniola,Food,Present,769777,Online,Employed,Yes,Single,Rejected,8%
2017-09-08,Eniola,Food,Absence,452399,Cash,Unemployed,Yes,Divorce,Approved,15%
2017-09-09,Paul,Rent,Present,308852,Cash,Employed,No,Divorce,Approved,10%
2017-09-10,Paul,School Fees,Absence,823707,Online,Self-employed,Yes,Single,Rejected,8%
2017-09-11,James,Business,Present,281324,Online,Self-employed,Yes,Married,Approved,10%
2017-09-12,Eniola,Others,Present,707174,Cash,Employed,No,Divorce,Rejected,15%
2017-09-13,Eniola,Rent,Present,493623,Online,Self-employed,No,Divorce,Rejected,10%
2017-09-14,Daniel,Business,Absence,147191,Online,Self-employed,Yes,Single,Approved,20%
2017-09-15,Daniel,Others,Present,717198,Cash,Employed,Yes,Divorce,Rejected,10%
2017-09-16,Eniola,School Fees,Absence,343139,Online,Self-employed,Yes,Single,Rejected,20%
2017-09-17,Janet,Rent,Absence,852383,Online,Unemployed,No,Married,Approved,20%
2017-09-18,Daniel,Food,Absence,491245,Online,Unemployed,No,Married,Approved,10%
2017-09-19,John,Food,Absence,715183,Online,Employed,No,Divorce,Approved,20%
2017-09-20,John,Others,Absence,498212,Cash,Self-employed,Yes,Single,Approved,8%
2017-09-21,John,Others,Absence,959503,Cash,Employed,Yes,Divorce,Approved,15%
2017-09-22,James,Food,Present,472970,Online,Self-employed,Yes,Divorce,Approved,15%
2017-09-23,Propser,Rent,Present,551741,Online,Unemployed,Yes,Married,Approved,10%
2017-09-24,Queen,Rent,Present,897821,Cash,Unemployed,No,Married,Rejected,20%
2017-09-25,Janet,Business,Present,673247,Cash,Unemployed,No,Single,Approved,8%
2017-09-26,Propser,School Fees,Absence,885097,Cash,Employed,Yes,Single,Approved,15%
2017-09-27,Eniola,Rent,Present,712345,Online,Unemployed,No,Single,Approved,15%
2017-09-28,Janet,School Fees,Present,656010,Online,Employed,Yes,Married,Rejected,15%
2017-09-29,James,Food,Present,633378,Cash,Employed,Yes,Divorce,Rejected,8%
2017-09-30,Queen,Food,Absence,72269,Cash,Unemployed,No,Married,Rejected,15%
2017-10-01,John,Business,Absence,707234,Online,Unemployed,Yes,Divorce,Rejected,15%
2017-10-02,Eniola,Rent,Present,733292,Online,Self-employed,Yes,Single,Approved,8%
2017-10-03,James,Business,Present,385756,Cash,Employed,No,Married,Rejected,15%
2017-10-04,Esther,Business,Present,188264,Cash,Self-employed,No,Married,Rejected,10%
2017-10-05,Propser,Food,Absence,920482,Cash,Employed,Yes,Married,Approved,15%
2017-10-06,Blessing,Others,Absence,187600,Online,Self-employed,No,Divorce,Approved,10%
2017-10-07,Propser,Others,Absence,206485,Cash,Self-employed,No,Divorce,Rejected,10%
2017-10-08,Queen,Rent,Present,269103,Online,Employed,Yes,Divorce,Rejected,10%
2017-10-09,Blessing,Others,Present,624901,Cash,Unemployed,No,Married,Approved,20%
2017-10-10,Paul,Others,Present,845081,Online,Employed,No,Married,Rejected,20%
2017-10-11,Daniel,School Fees,Absence,348301,Online,Self-employed,No,Married,Approved,20%
2017-10-12,Janet,Others,Present,99267,Cash,Employed,No,Divorce,Approved,8%
2017-10-13,Esther,Others,Present,551524,Cash,Employed,Yes,Married,Rejected,15%
2017-10-14,Paul,Business,Absence,314438,Cash,Self-employed,No,Divorce,Approved,15%
2017-10-15,Esther,Others,Present,213743,Online,Employed,Yes,Divorce,Rejected,15%
2017-10-16,Janet,Others,Present,254014,Cash,Self-employed,No,Divorce,Approved,10%
2017-10-17,Eniola,Business,Absence,140279,Online,Unemployed,Yes,Single,Approved,20%
2017-10-18,Blessing,Others,Present,131686,Online,Employed,Yes,Married,Rejected,8%
2017-10-19,Eniola,Others,Absence,406564,Online,Employed,Yes,Single,Rejected,15%
2017-10-20,Eniola,Food,Absence,124885,Online,Self-employed,Yes,Single,Rejected,8%
2017-10-21,Janet,Others,Present,196727,Online,Self-employed,Yes,Single,Rejected,8%
2017-10-22,Queen,Others,Present,470326,Cash,Unemployed,No,Single,Rejected,8%
2017-10-23,John,Business,Absence,852267,Cash,Employed,Yes,Married,Approved,15%
2017-10-24,James,Rent,Present,839573,Cash,Unemployed,Yes,Single,Rejected,10%
2017-10-25,Propser,Food,Present,567076,Online,Employed,Yes,Divorce,Rejected,15%
